,rating,year,max_players,log.play.time,two.players,three.players,weight,mech.pca.1,mech.pca.2,mech.pca.3,log.owned,log.n.ratings
santorini,8.02369,2016,4,1.30102999566398,2.84415584415584,1.82758620689655,1.8,1.60354496485279,-2.2377304488352,-0.660845717753617,3.93916967962518,3.72582999032058
troyes,7.7573,2010,4,1.95424250943932,2.192,2.65891472868217,3.4652,0.509832139694398,0.000810800094487,1.9628899524848,4.0879233209253,4.06280753317216
descent-journeys-dark-second-edition,7.7929,2012,5,2.07918124604762,1.81702127659574,2.08333333333333,3.1973,3.56939047549709,0.416960881830525,-2.23308357188416,4.37964991540448,4.17617810926733
castles-mad-king-ludwig,7.72864,2014,4,1.95424250943932,1.95541401273885,2.43037974683544,2.6541,-2.24692221471272,-2.10640833784526,-1.39157395492376,4.26752371638546,4.13760727050463
war-ring-first-edition,7.81172,2004,4,2.25527250510331,2.88039867109635,1.32795698924731,3.839,0.131340017801501,0.871692220860852,1.20396168382486,4.05982838164098,3.95259873452977
arcadia-quest,7.99069,2014,4,1.77815125038364,1.83529411764706,2.06741573033708,2.5388,3.94788259738999,-0.453920538935841,-1.47415530322422,3.95230800966213,3.72139837552151
resistance-avalon,7.71144,2012,10,1.47712125471966,1,1,1.7804,0.513994948357637,0.571572103081468,0.733617045241507,4.36677771960758,4.21748394421391
kemet,7.77562,2012,5,1.95424250943932,1.50413223140496,2.18852459016393,2.9814,-1.66844347025759,0.656875836560748,0.049603717533032,4.06889055425794,3.98136550907854
stone-age,7.6311,2008,4,1.95424250943932,2.0754039497307,2.26408450704225,2.5061,-0.212603118440449,0.091937017057726,-0.092832676270994,4.51257767684523,4.4929279301394
game-thrones-board-game-second-edition,7.73037,2011,6,2.38021124171161,1.01907356948229,1.38947368421053,3.6453,0.041857067662949,1.1119183693132,0.954810064369845,4.37454672793896,4.26140562707414
alchemists,7.76553,2014,4,2.07918124604762,2.08275862068966,2.44,3.7938,-1.5747977114558,0.987410991095382,-0.930517570255247,4.1360860973841,4.0102575429983
legendary-encounters-alien-deck-building-game,7.85965,2014,5,1.65321251377534,2.16071428571429,2.62608695652174,2.7057,-0.297000751085126,0.885103157318351,-0.35165340654622,3.99873871625582,3.82633400562222
gallerist,8.04448,2015,4,2.17609125905568,2.07142857142857,2.28358208955224,4.2618,-1.20139090705678,-0.436410421479261,-0.161920190775092,3.77114634881499,3.58737417207307
clank-deck-building-adventure,8.0323,2016,4,1.77815125038364,1.95774647887324,2.67073170731707,2.275,-0.385309890120143,-0.197001483907866,0.91368115019242,3.83454785768095,3.65772495420511
ora-et-labora,7.77816,2011,4,2.25527250510331,2.12820512820513,2.7007874015748,3.8903,-0.314912279562281,-3.14800589132265,-1.33308391547169,3.97936624239616,3.88212591977003
suburbia,7.63963,2012,4,1.95424250943932,2.28504672897196,2.58793969849246,2.7762,-2.24692221471272,-2.10640833784526,-1.39157395492376,4.26418007503583,4.18172928488268
star-realms,7.64215,2014,2,1.30102999566398,2.92820512820513,0,1.97,-1.19630558956291,0.116529570329017,-0.171589301595306,4.47136506541802,4.28927671903936
nations,7.74843,2013,5,2.30102999566398,1.92424242424242,2.59731543624161,3.5425,-0.297000751085126,0.885103157318351,-0.35165340654622,3.96829611504626,3.92111397383668
forbidden-stars,8.05566,2015,4,2.25527250510331,2.38709677419355,2.47333333333333,3.7425,2.15165909198696,0.91219930860968,-0.002882833461704,3.87673729714066,3.60042832573213
commands-colors-ancients,7.7944,2006,2,1.77815125038364,2.936,0,2.6906,1.34600001231097,0.47416087615498,-0.802940016299069,3.94512377012212,3.83708315082319
railways-world,7.70516,2005,6,2.07918124604762,1.41496598639456,1.83225806451613,3.0277,-1.43084119777609,-1.86699940027386,-0.315972613956252,3.99633651809578,3.97767788767399
ticket-ride-europe,7.59023,2005,5,1.77815125038364,1.69545454545455,2.22247191011236,1.9644,-2.39087872839244,0.748002053523988,-2.00611891122276,4.66781704721139,4.56192385488394
paths-glory,8.01777,1999,2,2.68124123737559,2.9,0,3.811,0.603477898496189,0.331345954629121,0.982768664696519,3.82216807936802,3.56086269472746
chaos-old-world,7.68248,2009,4,2.07918124604762,1.02020202020202,1.63921568627451,3.1724,1.03064485627928,1.64026580785019,1.02389757887394,4.09138554207837,4.05671432951639
combat-commander-europe,7.91616,2006,2,2.25527250510331,2.90178571428571,0,3.201,-0.385309890120143,-0.197001483907866,0.91368115019242,3.80345711564841,3.64374868545953
cosmic-encounter,7.60766,2008,5,2.07918124604762,1.03020134228188,1.41741741741742,2.5524,0.13550282646474,1.44245352384783,-0.025311223418434,4.37042055854851,4.28742099575983
istanbul,7.63066,2014,5,1.77815125038364,2,2.34883720930233,2.6012,3.04857775891221,-1.22249412592518,-1.29409119827331,4.21758921496509,4.11079166077111
steam,7.67529,2009,5,1.95424250943932,1.3972602739726,2.08888888888889,3.4491,-0.619845498333323,-2.18053045451075,0.769297837831475,3.94532084079228,3.90762630484327
goa,7.63959,2004,4,1.95424250943932,2.04205607476635,2.25,3.3831,-0.763802012013039,0.673879936858499,0.15475288153248,3.97945731809785,3.98627895590599
viticulture,7.76046,2013,6,1.95424250943932,2.02702702702703,2.57692307692308,2.9307,-0.763802012013039,0.673879936858499,0.15475288153248,3.81043415592267,3.7967130632809
la-granja,7.80007,2014,4,2.07918124604762,2.12,2.41935483870968,3.5828,1.03064485627928,1.64026580785019,1.02389757887394,3.84179729887436,3.69827457667437
lord-rings-card-game 1,7.63997,2011,2,1.77815125038364,2.75264270613108,0,3.1224,0.13550282646474,1.44245352384783,-0.025311223418434,4.36824968463812,4.17914948036115
age-steam,7.70334,2002,6,2.07918124604762,1.3375,1.94285714285714,3.9287,0.36894229028301,-1.65218301597376,0.838385352335574,3.80140371001736,3.8319976772359
splendor,7.5322,2014,4,1.47712125471966,2.26732673267327,2.50246305418719,1.8401,-2.01238660649954,-0.122879367242378,-1.24719064256282,4.61466524927432,4.48933962585799
princes-florence,7.58942,2000,5,2,1.14450867052023,1.61170212765957,3.252,-0.619845498333323,-2.18053045451075,0.769297837831475,4.14504094003702,4.1205081240261
hansa-teutonica,7.63899,2009,5,1.95424250943932,1.38513513513514,2.22941176470588,3.1309,-0.478955648921935,-0.5275366384425,1.8938024379807,3.92834463526486,3.93323412871481
jaipur,7.5477,2009,2,1.47712125471966,2.95375722543353,0,1.5335,-2.39087872839244,0.748002053523988,-2.00611891122276,4.42237641522418,4.28364038880037
zombicide-black-plague,7.94178,2015,6,2.25527250510331,2.17241379310345,2.54838709677419,2.5886,2.62379697268165,0.371853042377949,-0.224075852590042,4.00496588710682,3.71121652432109
village,7.56458,2011,4,1.95424250943932,1.98830409356725,2.30538922155689,3.0714,-1.20139090705678,-0.436410421479261,-0.161920190775092,4.2378954546396,4.14783084994346
ticket-ride-nordic-countries,7.66554,2007,3,1.77815125038364,2.37692307692308,2.82258064516129,1.9959,-2.39087872839244,0.748002053523988,-2.00611891122276,4.0580082327154,3.91115760873998
tichu,7.60717,1991,4,1.77815125038364,1.00602409638554,1.03448275862069,2.3502,-0.763802012013039,0.673879936858499,0.15475288153248,4.19418120879385,4.02926199580418
mage-wars-arena,7.80775,2012,2,1.95424250943932,2.87218045112782,0,3.6295,2.82686836168231,0.274145960304665,-0.447374890888572,4.02238712568644,3.78440330175301
imperial-settlers,7.57891,2014,4,1.95424250943932,2.69260700389105,2.15023474178404,2.7566,-0.675492872978022,1.75598457808472,-1.11058167520616,4.24479647874762,4.10632691182197
memoir-44,7.53243,2004,6,1.77815125038364,2.91810344827586,1.65384615384615,2.2771,2.57643987821752,-0.682147859693444,-1.07289817914497,4.3905465398888,4.29331834946107
legendary-marvel-deck-building-game,7.63059,2012,5,1.65321251377534,2.23012552301255,2.65019011406844,2.4693,-0.385309890120143,-0.197001483907866,0.91368115019242,4.29274327137707,4.11216914800166
captain-sonar,7.81856,2016,8,1.77815125038364,1.2625,1.06329113924051,2.0676,0.938775734588195,-1.02277506522166,-0.336398300441757,3.83985498460188,3.67200544502295
ticket-ride,7.48228,2004,5,1.77815125038364,1.8160136286201,2.23654159869494,1.876,-1.57988302894968,0.434470999287104,-0.920848459435033,4.78936209986387,4.69272357270089
hannibal-rome-vs-carthage,7.82793,1996,2,2.30102999566398,2.94565217391304,0,3.4168,0.509832139694398,0.000810800094487,1.9628899524848,3.82930377283102,3.63678868903438
shogun,7.57799,2006,5,2.17609125905568,1.10924369747899,1.76744186046512,3.3747,-0.478955648921935,-0.5275366384425,1.8938024379807,4.02395170742339,4.02489596010748
lewis-clark,7.58728,2013,5,2.07918124604762,2.13513513513514,2.775,3.3112,-1.5747977114558,0.987410991095382,-0.930517570255247,4.04715800112831,3.94890176097021
galaxy-trucker,7.47505,2007,4,1.77815125038364,1.85347985347985,2.24285714285714,2.3142,0.36894229028301,-1.65218301597376,0.838385352335574,4.32660209196365,4.32411776265943
summoner-wars-master-set,7.61609,2011,4,1.47712125471966,2.93,1.18461538461538,2.5151,2.44837623978941,1.14502738107103,-1.20630315954851,4.06062230430996,3.94354397715345
battlelore-second-edition,7.92863,2013,2,1.95424250943932,2.88,0,2.7788,3.94788259738999,-0.453920538935841,-1.47415530322422,3.80016699020136,3.56050441519506
dungeon-petz,7.58369,2011,4,1.95424250943932,2.11570247933884,2.16071428571429,3.5382,-0.763802012013039,0.673879936858499,0.15475288153248,4.07184520112941,3.94620655384278
age-empires-iii-age-discovery,7.58344,2007,5,2.07918124604762,1.4954128440367,1.96170212765957,3.1301,-1.29503666585857,-0.766945576013895,0.818201097013186,3.88155582979331,3.95119175793471
imperial,7.63174,2006,6,2.25527250510331,1.24444444444444,2.03,3.5762,-0.478955648921935,-0.5275366384425,1.8938024379807,3.78936915359148,3.85985852048099
space-alert,7.52709,2008,5,1.47712125471966,1.49246231155779,1.78743961352657,2.9312,-0.763802012013039,0.673879936858499,0.15475288153248,4.20887113824693,4.07878296019696
ra,7.47498,1999,5,1.77815125038364,1.58695652173913,2.57547169811321,2.3553,-1.20139090705678,-0.436410421479261,-0.161920190775092,4.16551141078555,4.19234439504612
cyclades,7.53748,2009,5,1.95424250943932,1.64795918367347,1.87437185929648,2.8295,-1.117244576685,0.074932916759975,-0.197981840270442,4.12368834166759,4.09265047835679
yinsh,7.68331,2003,2,1.77815125038364,2.91836734693878,0,2.7349,0.938775734588195,-1.02277506522166,-0.336398300441757,3.82555593229036,3.73623709890473
runewars,7.69327,2010,4,2.25527250510331,1.96407185628743,2.23870967741935,3.7509,1.54136342526353,-0.487029550693672,0.686957920694137,3.92634244662566,3.81511265818981
above-and-below,7.67483,2015,4,1.95424250943932,2.17808219178082,2.68571428571429,2.5556,-1.02359881788321,0.405468071294609,-1.17810312805872,3.97804349390996,3.77959649125782
mysterium,7.52055,2015,7,1.6232492903979,1.33333333333333,1.64485981308411,1.9367,-0.763802012013039,0.673879936858499,0.15475288153248,4.30306639792351,4.11474438754513
bora-bora,7.6055,2013,4,2.07918124604762,2.11258278145695,2.36641221374046,3.741,-0.212603118440449,0.091937017057726,-0.092832676270994,3.96255873579596,3.82216807936802
carcassonne,7.43531,2000,5,1.65321251377534,2.50937950937951,2.4469696969697,1.9373,-0.713491257135114,-2.51106560904538,1.74941912561975,4.97760930222676,4.83590608023752
glory-rome,7.50058,2005,5,1.77815125038364,1.98895027624309,2.51666666666667,2.9227,-2.39087872839244,0.748002053523988,-2.00611891122276,4.08852589243126,4.04095817338421
alien-frontiers,7.49461,2010,4,1.95424250943932,1.78461538461538,2.54187192118227,2.5698,-0.301163559748365,0.31434185433137,0.877619500697071,4.05157695847254,4.05963913832372
targi,7.61624,2012,2,1.77815125038364,2.93846153846154,0,2.3851,-0.080376671349102,-1.16447692071977,-1.18870060311074,3.95138609488029,3.79351100579286
grand-austria-hotel,7.77007,2015,4,2.07918124604762,2.75722543352601,2.19871794871795,3.2264,-0.212603118440449,0.091937017057726,-0.092832676270994,3.73183042028816,3.61689542640076
dixit-odyssey,7.5263,2011,12,1.47712125471966,1,1.13636363636364,1.2487,-0.385309890120143,-0.197001483907866,0.91368115019242,4.13732245610034,4.00655160908665
seasons,7.46431,2012,4,1.77815125038364,2.68421052631579,2.3006329113924,2.7625,-0.586009922839469,1.51575842963237,-0.861430055751148,4.23824688652669,4.15372342430168
resistance,7.42363,2009,10,1.47712125471966,1.00966183574879,1.00961538461538,1.6341,-0.385309890120143,-0.197001483907866,0.91368115019242,4.59034017903217,4.41757132869073
sekigahara-unification-japan,8.06199,2011,2,2.25527250510331,3,0,2.7182,-0.763802012013039,0.673879936858499,0.15475288153248,3.63998424804159,3.37511468469223
here-i-stand,7.93544,2006,6,2.55630250076729,1.25316455696203,2.03636363636364,4.1348,1.12429061508107,1.97080096238482,0.043776291085665,3.60573589387675,3.46627432178929
navegador,7.58617,2010,5,1.95424250943932,1.80392156862745,2.07547169811321,3.0924,-0.385309890120143,-0.197001483907866,0.91368115019242,3.77844068357123,3.79330135361311
isle-skye-chieftain-king,7.51666,2015,5,1.69897000433602,1.875,2.53731343283582,2.2745,-1.43592651526996,-2.41993939208214,-0.306303503136038,4.09296613759436,3.9576072870601
fury-dracula-third-edition,7.7059,2015,5,2.25527250510331,1.7625,2.53086419753086,3.1628,0.513994948357637,0.571572103081468,0.733617045241507,4.05804623039528,3.6911699341316
sid-meiers-civilization-board-game,7.50503,2010,4,2.38021124171161,1.84955752212389,2.1359649122807,3.8561,1.769606987438,0.202144497530421,-3.38744153817599,4.1796666686905,4.06194229202809
1960-making-president,7.56546,2007,2,1.95424250943932,2.95336787564767,0,3.1998,-0.857447770814831,0.343344782323865,1.13487416932076,3.88767355245445,3.84584190742176
magic-gathering,7.43983,1993,2,1.30102999566398,2.83529411764706,0,3.146,-0.763802012013039,0.673879936858499,0.15475288153248,4.41151869550065,4.36761679213468
power-grid-deluxe-europenorth-america,8.12914,2014,6,2.07918124604762,1.80769230769231,2.11538461538462,3.2079,-0.385309890120143,-0.197001483907866,0.91368115019242,3.61299565603235,3.33000770087276
1830-railways-robber-barons,7.81203,1986,7,2.55630250076729,1.21428571428571,1.85074626865672,4.154,-0.619845498333323,-2.18053045451075,0.769297837831475,3.69740372320049,3.53135116458306
imperial-2030,7.73813,2009,6,2.07918124604762,1.41975308641975,2.02439024390244,3.5051,-0.478955648921935,-0.5275366384425,1.8938024379807,3.63467875217868,3.61204174464527
agricola-all-creatures-big-and-small,7.49916,2012,2,1.47712125471966,2.93548387096774,0,2.3474,-0.619845498333323,-2.18053045451075,0.769297837831475,4.15475861915418,3.96604782107645
pandemic-iberia,8.18564,2016,5,1.65321251377534,2.17241379310345,2.42857142857143,2.6857,-0.680578190471898,1.20304458627644,-1.10091256438595,3.69940408181534,3.31722734917642
dead-winter-long-night,8.08831,2016,5,2.07918124604762,1.38709677419355,1.875,3.4545,1.12429061508107,1.97080096238482,0.043776291085665,3.86864443839483,3.39741854235135
sushi-go-party,7.6937,2016,8,1.30102999566398,1.63636363636364,2.20588235294118,1.2754,-2.39087872839244,0.748002053523988,-2.00611891122276,3.99642410395509,3.66473596851871
samurai,7.44004,1998,4,1.77815125038364,2.35897435897436,2.64102564102564,2.5066,-1.90806439596465,-1.87959312585041,-0.0851104840077,4.08055433898877,4.08443327678654
die-macher,7.65788,1986,5,2.38021124171161,1.01282051282051,1.26595744680851,4.3491,0.131340017801501,0.871692220860852,1.20396168382486,3.72238709417712,3.65590641818022
kingdom-death-monster,8.87125,2015,6,2.25527250510331,2.33684210526316,2.01149425287356,4.2146,1.92756352320453,-0.494427626684669,-0.267310785937658,3.4360035356699,3.31111784266251
dungeon-lords,7.45568,2009,4,1.95424250943932,1.69194312796209,1.85915492957746,3.5299,-0.998337620226219,-1.30964903374438,0.010369569171534,4.07283787466309,4.03538970919868
claustrophobia,7.60618,2009,2,1.65321251377534,2.9126213592233,0,2.4893,2.62379697268165,0.371853042377949,-0.224075852590042,3.91248776133232,3.75457765604473
small-world,7.35164,2009,5,1.90308998699194,1.90082644628099,2.31914893617021,2.3679,1.50278273697397,1.09991954161846,0.802704559745605,4.74867633367731,4.64460597231431
battle-line,7.42235,2000,2,1.47712125471966,2.96478873239437,0,1.9062,-1.57988302894968,0.434470999287104,-0.920848459435033,4.17623599976087,4.09254520760561
anachrony,8.27805,2017,4,2.17609125905568,2.3448275862069,2.6969696969697,3.8,0.513994948357637,0.571572103081468,0.733617045241507,3.5556988947189,3.27508089845686
star-wars-armada,7.98412,2015,2,2.07918124604762,2.84615384615385,0,3.0882,1.50278273697397,1.09991954161846,0.802704559745605,3.77858532786296,3.44870631990508
blood-bowl-living-rulebook,7.8677,2004,2,2.07918124604762,2.93333333333333,0,3.1548,2.82686836168231,0.274145960304665,-0.447374890888572,3.45362407359145,3.48115587082804
dixit,7.35269,2008,6,1.47712125471966,1.02150537634409,1.25625,1.2611,-0.385309890120143,-0.197001483907866,0.91368115019242,4.61790156301233,4.50434850878692
letters-whitechapel,7.48544,2011,6,2.07918124604762,2.61960784313725,2.15736040609137,2.6878,-0.385309890120143,-0.197001483907866,0.91368115019242,4.09429639740537,3.96416531062174
battlecon-devastation-indines,8.08964,2013,5,1.65321251377534,3,1.86363636363636,3.0602,0.13550282646474,1.44245352384783,-0.025311223418434,3.57576498053672,3.34458874257871
xia-legends-drift-system,7.83415,2014,5,2.25527250510331,1.48684210526316,2.57843137254902,3.1091,3.71334698917681,-2.43744950953872,-1.61853861558517,3.75143308181935,3.53693702270467
mice-and-mystics,7.46914,2012,4,2.07918124604762,2.25342465753425,2.05925925925926,2.6324,1.50278273697397,1.09991954161846,0.802704559745605,4.33118426658608,4.04735276075393
codenames-pictures,7.56664,2016,8,1.30102999566398,1.25,1.41666666666667,1.38,-0.385309890120143,-0.197001483907866,0.91368115019242,4.0605089756053,3.75595104100413
mission-red-planet-second-edition,7.65335,2015,6,1.95424250943932,1.31818181818182,2.04761904761905,2.2248,-0.857447770814831,0.343344782323865,1.13487416932076,3.83110156450136,3.64689362416774
ghost-stories,7.38597,2008,4,1.77815125038364,2.03381642512077,1.89230769230769,2.8962,3.94788259738999,-0.453920538935841,-1.47415530322422,4.27079525337685,4.15896526038341
bruges,7.48636,2013,4,1.77815125038364,2.1588785046729,2.69565217391304,2.7477,0.224985776603293,1.20222737539549,0.223840396036578,3.9295211006311,3.8609964367572
clash-cultures,7.69147,2012,4,2.38021124171161,2.09090909090909,2.52173913043478,3.5649,3.56939047549709,0.416960881830525,-2.23308357188416,3.69311111546214,3.60205999132796
endeavor,7.45445,2009,5,1.95424250943932,1.35114503816794,1.71186440677966,2.9058,-2.10603236530134,-0.453414521777012,-0.26706935477454,3.82917507391709,3.90633504180509
merchants-marauders,7.44921,2010,4,2.25527250510331,1.83060109289617,2.39690721649485,3.2141,1.50278273697397,1.09991954161846,0.802704559745605,4.1191568746903,3.9909600996822
advanced-squad-leader,7.9343,1985,2,2.68124123737559,2.92,0,4.6916,2.62379697268165,0.371853042377949,-0.224075852590042,3.67191301244159,3.47187819930729
manhattan-project,7.48793,2012,5,2.07918124604762,1.76923076923077,2.2906976744186,2.9657,-1.19630558956291,0.116529570329017,-0.171589301595306,3.9613736275948,3.84010609445676
love-letter,7.31455,2012,4,1.30102999566398,1.42666666666667,2.20781527531083,1.2058,-0.763802012013039,0.673879936858499,0.15475288153248,4.79154328663704,4.56570617781281
hive,7.33887,2001,2,1.30102999566398,2.95544554455446,0,2.3415,0.704240126375015,-3.00630403582454,-0.480781612802703,4.41011896835955,4.3102258491835
takenoko,7.34918,2011,4,1.65321251377534,2.16842105263158,2.61413043478261,1.9802,1.99796113376239,-3.44543203409945,-2.51407585160176,4.49004280026422,4.31494108669298
neuroshima-hex,7.44467,2006,4,1.47712125471966,2.86046511627907,1.78606965174129,2.6008,-0.099032781748439,-0.541075446755047,-0.16969453577938,4.00697919057428,3.99899997221832
